# brand	model	width	height	dpi — portrait pixels; generated by gen, do not edit
1&1	AEOP525	720	1640	320
10.or	10or_G2	1080	2246	480
10.or	D	720	1280	320
10.or	E	1080	1920	480
10.or	G	1080	1920	480
3ATech	T10-8128	1200	1920	240
3nStar	Nustar65	720	1600	320
3Rtablet	VT-7GE	800	1280	240
8849	A101	1440	3200	560
8849	OB-A98	1440	3200	560
8849	OB-A99	1200	2652	480
8849	OB-P08	1200	1920	260
8849	OB-P12	1200	1920	260
8849	TANK MINI 1	540	1200	260
8849	TANK X	1080	2460	480
8849	TANK2	1080	2460	480
8849	TANK2pro	1080	2460	480
A1	A1 Alpha 20+	1080	2340	480
A1	A1 Smart N9	720	1440	320
A1	Ai-ES1059	800	1280	160
Aamra WE	A10	480	800	240
Aamra WE	A50	480	854	240
AAUW	M50	1200	2000	260
AAUW	M50_NEW	1200	2000	280
AAUW	M60_NEW	1200	1920	280
AAUW	T10	1200	1920	280
AAUW	T50_2023	1200	1920	280
AAUW	T60PRO	800	1280	160
AAUW	T60Pro	1200	1920	280
AAUW	T60Pro_2023	1200	1920	280
AAUW	T90	1200	1920	272
AAUW	T_50	1200	1920	240
Aaztec	THAZ-65/75/86/98/110 PD	2160	3840	480
ABCTECH	PG11	800	1280	213
ABCTECH	X20	1200	1920	320
ABIL	A8	1080	2400	480
abxylute	abxylute_one	1080	1920	320
Accent	C5L PLUS	480	854	240
Accent	fast-10	800	1280	213
Accent	FAST10	800	1280	213
Accent	Fast10	800	1280	240
Accent	Fast17	800	1280	213
Accent	FAST7	600	1024	213
Accent	FAST7 3G	720	1280	160
Accent	FAST73G	600	1024	213
Accent	PEARL A4 Lite	720	1440	320
Accent	Pearl A4 PLUS	720	1440	320
Accent	PEARL A6	720	1440	320
Accent	Pearl A6	720	1600	320
Accent	TANK_P55	720	1440	320
ACD Computers	ACD-Tab-10S	800	1280	213
ACE (Global)	AS0124	576	1280	213
ACE (Global)	AS0224	720	1600	320
ACE (Global)	AS0324	720	1650	320
ACE (Global)	AS0623	720	1650	320
ACE (Global)	BUZZ 3	720	1600	320
ACE (Global)	BUZZ 3 Plus	720	1600	320
ACE (Global)	BUZZ 4	720	1600	320
ACE (Global)	BUZZ 4 Prime	720	1560	280
ACE (Global)	BUZZ 4 Ultra	1080	2460	480
ACE (Global)	BUZZ 5 Ultra	1080	2400	480
ACE (Global)	BUZZ 6 Flip	1080	2560	480
ACE (Global)	BUZZ 6 Prime	720	1612	320
ACE (Global)	BUZZ 6 Prime PLUS	720	1612	320
ACE (Global)	BUZZ 6 Pro PLUS	720	1604	320
ACE (Global)	BUZZ 6 Ultra	720	1604	320
ACE (Global)	BUZZ 7 Lite	720	1612	320
ACE (Global)	BUZZ 7 Pro	720	1604	320
ACE (Global)	BUZZ 7 Ultra	1080	2400	480
ACE (Global)	CLEVER 3	720	1600	320
ACE (Global)	URBAN 3	720	1600	320
ACE (Global)	URBAN 3 Plus	720	1640	320
ACE France	AS0218	720	1440	320
ACE France	AS0518	720	1440	320
ACE France	AS0618	720	1500	320
ACE France	BUZZ 2	720	1560	320
ACE France	BUZZ 3 Lite	720	1600	300
ACE France	BUZZ 4Lite	720	1560	320
ACE France	BUZZ 4Pro	720	1600	320
ACE France	BUZZ 4S	720	1600	320
ACE France	BUZZ 5 Pro	720	1600	320
ACE France	BUZZ 5 Pro PLUS	720	1600	320
ACE France	BUZZ 6 Pro	720	1612	480
ACE France	BUZZ 7 GT	1080	2400	480
ACE France	BUZZ 7 Note	720	1600	320
ACE France	BUZZ 7 Prime	720	1612	320
ACE France	BUZZ 7 Prime PLUS	720	1612	320
ACE France	buzz 8 Lite	720	1600	320
ACE France	BUZZ_1_Lite	480	960	240
ACE France	BUZZ_1_Plus	720	1440	320
ACE France	BUZZ_3E	480	960	200
ACE France	URBAN 1	720	1440	320
ACE France	URBAN 3	720	1600	320
Acegame S.A.	NEONHD/NEONGo	600	1024	160
Acegame S.A.	SAPPHIRE_HDLT	600	1024	160
Acegame S.A.	TitaniumHD	600	1024	160
Acepad	A121	800	1280	160
Acepad	A130	800	1280	160
Acepad	A131	800	1280	200
Acepad	A131_14	800	1280	213
Acepad	A140	1200	1920	240
Acepad	A145	1200	1920	240
Acepad	A150	1200	1920	280
Acepad	A150_14	1200	1920	213
Acepad	A151	1200	1920	213
Acepad	A170	1200	2000	280
Acepad	A171_14	1200	2000	213
Acepad	Acepad ABLE	1200	1920	320
Acepad	Acepad_HIGH_EEA	1600	2560	320
Acepad	AX1	800	1280	160
Acer	A1-734	720	1280	213
Acer	A1-810	768	1024	160
Acer	A1-830	768	1024	160
Acer	A10M1	800	1280	213
Acer	A10M2	800	1280	160
Acer	A10P2	800	1280	160
Acer	A11M1	1200	1920	213
Acer	A11M2	1200	1920	213
Acer	A11M2N	1200	1920	240
Acer	A11P2	800	1280	160
Acer	A12M1N	1200	2000	240
Acer	A12P2	1200	2000	213
Acer	A13P2	1200	1920	160
Acer	A14M1N​	1200	1920	160
Acer	A16M1N​	1200	1920	160
Acer	A3-A11	800	1280	160
Acer	A3-A20	800	1280	160
Acer	A3-A20FHD	1200	1920	240
Acer	A3-A30	1200	1920	240
Acer	A3-A40	1200	1920	240
Acer	A5PLUS	720	1600	320
Acer	A8M1	800	1340	213
Acer	A8M2	800	1340	213
Acer	A8P2	800	1280	213
Acer	AC50_VZ	720	1600	320
Acer	Acer Iconia iM11-22M5G	1440	2200	240
Acer	Acer Iconia Tab iM10-22	1200	2000	260
Acer	Acer Iconia Tab iM11-12M	1440	2200	260
Acer	Acer Iconia Tab iM9-12M	800	1280	213
Acer	Acer One 10 T4-129LI	800	1280	160
Acer	Acer One 10 T8-129L	1200	1920	240
Acer	Acer One 7 4G	800	1280	213
Acer	Acer One 8 T4-82L	800	1280	213
Acer	Acer One 8 T9-422L	800	1340	240
Acer	Acer One T10-22L	1200	2000	260
Acer	Acer One T11-22L	1440	2200	260
Acer	Acer One T11-22L-5G	1440	2200	240
Acer	ACER TAB V9-22	800	1340	240
Acer	Acer_A60	720	1440	320
Acer	Acer_A60L	720	1440	320
Acer	Acer_A61LX	720	1560	320
Acer	Acer_A62_ULTRA	720	1600	320
Acer	Acer_AC50	720	1600	320
Acer	Acer_AC81	720	1640	320
Acer	Acer_AC92	1080	2460	480
Acer	ACER_ALTOS_EZB	2160	3840	420
Acer	Acer_AQ9_EU	1080	2460	480
Acer	Acer_AX61	720	1600	320
Acer	Acer_AX64	720	1600	320
Acer	Acer_AX85	720	1640	320
Acer	Acer_education_whiteboard	2160	3840	420
Acer	Acer_One_10_T9-1212L	1200	1920	240
Acer	Acer_one_8_T2	800	1280	160
Acer	ACTAB1021_A	800	1280	213
Acer	ACTAB1022	800	1280	213
Acer	ACTAB1024	800	1280	160
Acer	ACTAB1025	800	1280	160
Acer	ACTAB10KB24	1200	1920	240
Acer	ACTAB1123	1200	2000	240
Acer	ACTAB1422	1200	2000	240
Acer	ACTAB721	600	1024	160
Acer	ACTAB723	600	1024	160
Acer	ACTAB821_A	800	1280	213
Acer	ACTABKID	800	1280	160
Acer	ARSP25MTA14A1	1080	2460	480
Acer	AS10L	800	1280	180
Acer	AS10W	1200	1920	280
Acer	AS10WF	800	1280	180
Acer	AS8W	800	1280	213
Acer	ATAB1021E	800	1280	213
Acer	ATAB1024E	800	1280	160
Acer	ATAB10KB24E	1200	1920	240
Acer	ATAB1123E	1200	2000	240
Acer	ATAB1422E	1200	2000	240
Acer	ATAB723E	600	1024	160
Acer	ATAB821E	800	1280	213
Acer	ATABKD1024K	800	1280	160
Acer	ATLTE1022	800	1280	160
Acer	ATLTE1022E	800	1280	160
Acer	B1-710	600	976	160
Acer	B1-711	600	1024	160
Acer	B1-720	600	1024	160
Acer	B1-723	600	1024	160
Acer	B1-730	600	1024	160
Acer	B1-733	720	1280	213
Acer	B1-850	800	1280	213
Acer	B1-A71	600	976	160
Acer	B3-A30	800	1280	160
Acer	Battlezone	1200	1920	240
Acer	Battlezone LTE	1200	1920	240
Acer	Baymax	1200	1920	240
Acer	Frontier	1200	2000	240
Acer	GT-810	1200	1920	320
Acer	Iconia One 10	800	1280	160
Acer	Iconia One 10	1200	1920	240
Acer	Iconia One 7	600	1024	160
Acer	Iconia One 7	720	1280	213
Acer	Iconia One 7	800	1280	213
Acer	Iconia One 8	800	1280	213
Acer	Iconia Tab 10	800	1280	160
Acer	Iconia Tab 10	1200	1920	240
Acer	Iconia Tab 10 (AsgardLTE)	800	1280	160
Acer	Iconia Tab 7	600	1024	160
Acer	Iconia Tab 7	800	1280	213
Acer	Iconia Tab 8	800	1280	213
Acer	Iconia Tab 8	1200	1920	320
Acer	Iconia Tab A210	752	1280	160
Acer	Iconia Tab A700	1128	1920	240
Acer	Liquid T2	720	1280	320
Acer	Liquid Z220	1080	1920	480
Acer	Liquid Z330	480	854	240
Acer	Liquid Z6	720	1280	320
Acer	Liquid Z6 Plus	1080	1920	480
Acer	Liquid Z630	720	1280	320
Acer	Liquid Z630S	720	1280	320
Acer	Liquid Zest	720	1280	320
Acer	Liquid Zest 4G	720	1280	320
Acer	Liquid Zest Plus	720	1280	320
Acer	P10M2	1200	2000	240
Acer	P11	1200	2000	240
Acer	Sospiro AS20WF	1200	1920	240
Acer	Tattoo	800	1280	200
Acer	Ultimo	1200	1920	240
Acer	V10M2	1200	1920	240
Acer	V11M1	1200	1920	240
Acer	V11M2	1200	1920	240
Acer	V11M2-LTE	1200	1920	240
Acer	V12M1	1200	2000	240
Acer	V13M1	1200	1920	240
Acer	Walle	800	1280	160
Acer	X12M1	1600	2560	320
Acer	X12M2	1600	2560	320
Acer	X14M1N	1200	1920	160
ACER_ALTOS	ALTOS_EZA	2160	3840	480
Achate	Kids Tab 1	800	1280	160
Achate	Kids_Tab_2	800	1280	160
Achate	KidsTab3_EEA	800	1280	200
Aclas	AO4	800	1280	160
ACTECK	AC_934312	600	1024	160
Adget	ADGT_AL02	2160	3840	540
Admiral Overseas Corporation	A2272PW4T	672	1280	160
Admiral Overseas Corporation	Fire	600	1024	160
ADOC	ADOC D18	480	854	160
ADOC	Adoc_T20	800	1280	160
ADOC	D30	800	1280	320
Adreamer (Shenzhen)	KidsPad10X	800	1280	200
Adreamer (Shenzhen)	KidsPad_7	600	1024	160
Adreamer (Shenzhen)	LeoPad 10X	800	1280	200
Adreamer (Shenzhen)	LeoPad20	800	1280	160
ADVAN	ADVAN_SKETSA5	1200	2000	240
ADVAN	ADVAN_TAB_A10	800	1280	160
ADVAN	ADVAN_V11	1200	1920	280
ADVAN	ADVAN_X1	1080	2460	480
ADVAN	ADVANNASAPro	720	1560	320
ADVAN	S50	1080	2400	480
ADVAN	Sketsa3	800	1280	210
ADVAN	TAB A8	800	1280	213
ADVAN	VX NEO	800	1280	320
ADVAN	VX_LITE	1200	2000	320
Advan digital	5041	480	854	240
Advan digital	5060	480	854	240
Advan digital	5061	720	1280	320
Advan digital	ADVAN G2 plus	720	1440	320
Advan digital	ADVAN S50 4G	480	854	240
Advan digital	ADVAN_SKETSA_2	800	1280	213
Advan digital	E1C	600	1024	213
Advan digital	E1C 4G	600	1024	213
Advan digital	E1C NXT	600	1024	213
Advan digital	G-Tab	800	1280	213
Advan digital	G2	1080	1920	480
Advan digital	G2 Pro	720	1440	320
Advan digital	G3	720	1440	320
Advan digital	G3 Pro	720	1520	320
Advan digital	G5	720	1520	320
Advan digital	G5 Elite	720	1560	320
Advan digital	G5 Plus	720	1600	320
Advan digital	G9	720	1600	320
Advan digital	GX	720	1640	320
Advan digital	I Tab	720	1280	240
Advan digital	i10	800	1280	240
Advan digital	i55D	480	960	240
Advan digital	i55K	640	1280	320
Advan digital	i5C plus	720	1280	320
Advan digital	i6A	720	1440	320
Advan digital	i6c	720	1440	320
Advan digital	I7D	600	1024	213
Advan digital	i7U	600	1024	213
Advan digital	NASA	540	960	240
Advan digital	NASA_Plus	480	960	240
Advan digital	S40	480	800	240
Advan digital	S4Z	480	800	240
Advan digital	S50 Prime	480	854	240
Advan digital	S5E FULL VIEW	480	960	240
Advan digital	S6 Plus	480	960	240
Advan digital	S7C	600	1024	213
Advan digital	T2J	600	1024	160
Advan digital	TAB 7	600	1024	213
Advan digital	TAB 8	800	1280	240
Advan digital	TAB Gallilea	800	1280	213
Advan digital	TAB VX	1200	2000	320
Advan digital	TAB_10	800	1280	240
Advan digital	TAB_A8_PLUS	800	1280	200
Advan digital	X7 Max	600	1024	213
Advan digital	X7 Pro	600	1024	213
Advan digital	XTAB	800	1280	200
Advance	HL9000	720	1560	320
Advance	NP6050	1200	2000	320
Advance	NP6070	1200	1920	240
Advance	Pr5650	600	1024	160
Advance	PR5860	800	1280	213
Advance	PR6149	600	1024	160
Advance	PR6152	800	1280	160
Advance	PR6152-ADV	600	1024	160
Advance	Pr7547	600	1024	160
Advance	SP3703	800	1280	164
Advance	SP4702	1200	1920	240
Advance	SP4703	800	1280	213
Advance	SP5702	1200	1920	240
Advance	SP5705	800	1280	160
Advance	SP5712	1200	1920	240
Advance	SP5713	1200	2000	320
Advance	Sp5730	800	1280	213
Advance	SP5732	1200	1920	320
Advance	SP5736	800	1280	213
Advance	SP5775	1200	1920	280
Advance	SP5776	1200	1920	280
Advance	SP7248	600	1024	160
Advance	SP7348	800	1280	240
Advance	TR3947	600	1024	160
Advance	Tr4986	600	1024	160
Advance	TR4986	600	1024	160
Advance	TR5994	600	1024	160
Advance	TR5996	600	1024	160
Advance	TR6948	600	1024	160
Advance	TR6985	600	1024	160
Advance	TR7988	600	1024	160
Advance	TR7989	600	1024	160
Advance	TR7990	600	1024	160
Advance	TR7998	800	1280	213
Advance	TR8050	800	1280	240
Advance	TR8990	600	1024	200
Advantage Air	PIC10GS10	800	1280	160
Advantage Air	PIC10GS13	800	1280	200
Advantage Air	PIC10GS8	800	1280	160
Advantage Air	PIC7GS10-A	600	1024	160
Advantage Air	PIC7GS13	600	1024	160
Advantage Air	PIC7GS8	600	1024	160
Advantage Air	PIC8GS10	800	1280	160
Advantage Air	PIC8GS12	800	1280	200
Advantage Air	PIC8GS8	800	1280	240
Advantech	AIM-75	1200	1920	420
Advantech	AIM-76S	1200	1920	320
Advantech	AIM75-WIFI	1200	1920	420
Advent	SB11MD1	1080	1920	240
AEEZO	TK701	600	1024	160
AEEZO	TK701_EEA	800	1280	160
AEEZO	TK801	1200	1920	240
AEEZO	TK806	800	1280	160
AEEZO	TK806_EEA	800	1280	160
AEEZO	TK809	800	1280	160
AEEZO	TK809_EEA	800	1280	160
AEEZO	TP1001	1200	1920	240
AEEZO	TP901	800	1280	213
AFRICELL	S10	480	960	200
AfriOne	CYGNUSX	720	1560	320
AG Mobile	AGM A10	720	1440	320
AG Mobile	AGM A9	1080	2160	480
AG Mobile	AGM X3	1080	2160	480
AG Mobile	AGM_G3	1080	2400	480
AG_Neovo	MeetBoard_4	2160	3840	420
AGM Mobile	AGM Glory G1	1080	2340	480
AGM Mobile	AGM Glory_G1S	1080	2340	480
AGM Mobile	AGM H3	720	1440	320
AGM Mobile	AGM H5	720	1600	320
AGM Mobile	AGM_H5_PRO	720	1600	320
AGM Mobile	AGM_H6	720	1612	320
AGM Mobile	AGM_H_MAX	720	1612	480
AGM Mobile	AGM_Note_N1	720	1600	320
AGM Mobile	AGM_NOTE_N2	480	854	160
AGM Mobile	AGM_PAD_P1	1200	2000	320
AGM Mobile	AGM_PAD_P2	1200	1920	280
AGM Mobile	AGM_PAD_P2W_EEA	1200	1920	280
AGM Mobile	AGM_PAD_T1	1200	1920	280
AGM Mobile	AGM_PAD_T1_WIFI	1200	1920	280
AGM Mobile	AGM_PAD_T2	1200	1920	280
AGM Mobile	AGM_PAD_T3	800	1280	213
AGM Mobile	AGM_X6	1080	2460	480
AGM Mobile	Rugged_Tablet_A	1200	2000	320
AGNeovo	AGNeovo	2160	3840	480
AGNO	TAIG717A	800	1340	213
AHA(A)	AHA_IFPD	2160	3840	480
AHA(A)	IFPD	2160	3840	420
ahlo	1	1080	2408	480
AIDATA	ADT-R10TME	1200	1920	280
AIDATA	ADT1012L	800	1280	160
AIDATA	ADT1061	1200	1920	213
AIDATA	ADT1061_1	1200	1920	240
AIDATA	ADT_1061	1200	1920	240
aigo	A16	1200	2000	240
aigo	A16pro	1200	2000	240
Aikun	EDSTAR LC-TS08S	800	1280	213
Ainmel	A10S_EEA	1200	1920	213
Ainmel	KB07_EEA	600	1024	160
Ainmel	KB08_EEA	600	1024	160
Ainmel	KB1001_EEA	800	1332	160
Ainmel	KB1003_EEA	800	1332	160
Ainmel	KB1004	800	1332	160
Ainmel	KB1004S_EEA	800	1280	160
Ainmel	KB1005	800	1332	160
Ainuevo	Ainuevo Neo S25 Pro	720	1600	320
AIPLUS	AI+ Nova 1 5G	720	1600	320
AIPLUS	AI+ Nova 2 5G	720	1600	480
AIPLUS	AI+ Nova 2 Neo	720	1600	320
AIPLUS	AI+ Nova 2 Pro	1080	2340	440
AIPLUS	AI+ Nova 2 Ultra	1272	2772	560
AIPLUS	AI+ NxtFlip 5G	1188	2790	520
AIPLUS	AI+ Pulse 1	720	1600	320
AIPLUS	AI+ Pulse 2 4G	720	1600	480
AIPLUS	Ai+PulseTab	1200	1920	240
Airpha	Halo4	720	1600	320
Airpha	Halo4 Pro	720	1600	320
Airpha	Sense2	480	854	240
Airtel	H6682_Airtel_DRC	720	1612	280
AirTouch	AirTouch5	800	1280	160
AirTouch	AirTouch5n	800	1280	160
Aiuto	AT1001	800	1280	160
Aiuto	AT1002	1200	1920	240
Aiuto	AT702	600	1024	160
Aiwa	A81	800	1280	300
Aiwa	AW-P	800	1280	160
Aiwa	AW790	720	1280	320
Aiwa	AW_TAB10_14	800	1280	213
Aiwa	AWM539	480	960	240
Aiwa	AWPM106A	800	1280	160
Aiwa	AWPM108T	800	1280	213
Aiwa	AWPP101AW	800	1280	160
Aiwa	AWPP86AW	800	1280	213
Aiwa	AWT10H	800	1280	213
Aiwa	JA2-SMP0601	720	1600	280
Aiwa	JA2-TBA0801	800	1280	180
Aiwa	JA2-TBA1001	1200	2000	240
Aiwa	JA2-TBA1002	800	1280	160
Aiwa	JA3-SMP0602	720	1600	280
Aiwa	JA3-TBA0802	800	1280	160
Aiwa	JA3-TBA1005	800	1280	213
Aiwa	JA3-TBA1006-4	1200	1920	240
Aiwa	JA3-TBA1006-6	1200	1920	240
Aiwa	JA3-TBA1007	1200	1920	320
Aiwa	JA4-TBA1008	800	1280	180
Aiwa	JA4-TBA1009	1200	1920	240
Aiwa	JA4-TBA1101	1200	2000	240
Aiwa	JA5-TBA1011	800	1280	180
Aiwa	JA5-TBA1012	800	1280	200
Aiwa	JA5-TBA1102	1200	1920	240
Aiwa	JA5-TBA1201	1200	2000	280
Aiwa	TA-07-232	600	1024	160
Aiwa	TA-10-232	800	1280	160
Aiwa	TA10-SO10	800	1280	160
Aiwa	TAB-1100	800	1280	180
Aiwa	TAB-1102	1200	1920	240
Aiwa	TAB-1103	1200	1920	240
Aiwa	TAB_1003G	800	1280	213
Aiwa	TABLETAWTH801	800	1280	213
ajib	ajib l1	720	1600	320
ajib	ajib X1	1080	2460	480
ajib	ajib_i10	720	1612	320
ajib	i15	720	1600	320
ajib	i25	720	1600	320
Akai	SP5504G	480	960	200
AKUVOX	S567	800	1280	160
AKUVOX	X937	1080	1920	160
Alba	Alba10Nou	800	1280	160
Alba	Alba10Pie	800	1280	160
Alba	Alba10Q	800	1280	160
Alba	Alba7Nou	600	1024	160
Alba	Alba7Pie	600	1024	160
Alba	Alba7Q	600	1024	160
Alba	Alba8Nou	800	1280	213
Alco	RCT6613W23PG	768	1366	160
Alco	VCT9B06Q23EU_eea	800	1280	160
Alco	VCT9T48Q34	1080	1920	213
Alco	Voyager Pro	600	1024	160
Aldo Mobile	T10S	800	1280	213
Aldo Mobile	T7Q-4G	600	1024	213
Aligator	'Aligator_S5550	480	960	240
Aligator	ALIGATOR RX800	720	1440	320
Aligator	ALIGATOR S5070	720	1280	320
Aligator	ALIGATOR S5540	480	960	240
Aligator	ALIGATOR S6000	480	960	240
Aligator	ALIGATOR S6500	540	1200	240
Aligator	ALIGATOR_RX710_EEA	720	1440	320
Aligator	Aligator_S6100	720	1520	320
Aligator	Aligator_S6550	720	1520	320
Aligator	Aligator_S6600	720	1612	320
Aligator	Aligator_S6700	720	1612	320
Aligator	Aligator_S8000	720	1640	320
Aligator	RX700	720	1440	320
Aligator	RX850	480	960	240
Aligator	S5710	720	1440	320
AllCall	AllCall_S1_X	480	960	240
AllCall	HERO_20_PRO	720	1640	280
AllCall	MIX2	1080	2160	480
AllCall	S5500	480	960	240
Alldocube	iPlay 20P	1200	1920	350
Alldocube	iPlay 20S	1200	1920	320
Alldocube	iPlay 40H	1200	2000	320
Alldocube	iPlay 50	1200	2000	320
Alldocube	iPlay 50S	800	1280	210
Alldocube	iPlay 60 Pad Pro	1600	2560	320
Alldocube	iPlay 70 Max Pro	1600	2560	320
Alldocube	iPlay 70 Max Pro 5G	1600	2560	360
Alldocube	iPlay 70 SE	800	1280	240
Alldocube	iPlay 70E	1200	1920	320
Alldocube	iPlay 8 Pro	800	1280	160
Alldocube	iPlay 80 mini Pro	1200	1920	320
Alldocube	iPlay 80 miniUltra	1600	2560	340
Alldocube	iPlay 8T	800	1280	320
Alldocube	iPlay50	1200	2000	320
Alldocube	iPlay50 Pro	1200	2000	320
Alldocube	iPlay50_Lite	1200	2000	240
Alldocube	iPlay50_Mini_Lite	800	1280	160
Alldocube	iPlay50_mini_Pro	1200	1920	360
Alldocube	iPlay50S	800	1280	210
Alldocube	iPlay60_mini	800	1340	213
Alldocube	iPlay60_mini_Pro	1200	1920	320
Alldocube	iPlay60_mini_Turbo	1200	1920	320
Alldocube	iPlay60_Pro	1200	1920	240
Alldocube	iPlay60_S	800	1280	240
Alldocube	iPlay60_S_4G	800	1280	320
Alldocube	iPlay70	800	1280	160
Alldocube	iPlay80miniTurbo	1600	2560	320
Alldocube	iPlay9T	1280	1920	320
Alldocube	iPlay_20	1200	1920	320
Alldocube	iPlay_30	1200	1920	360
Alldocube	iPlay_40	1200	2000	320
Alldocube	iPlay_40_5G	1200	2000	320
Alldocube	iPlay_50_Pro	1200	2000	320
Alldocube	iPlay_60	1200	2000	360
Alldocube	iPlay_60_Lite	800	1280	320
Alldocube	iPlay_70_mini_Ultra	1600	2560	340
Alldocube	iPlay_70_Pad_Pro	1600	2560	280
Alldocube	iPlay_70_Pro	1600	2560	320
Alldocube	iPlay_70_S	1280	1920	210
Alldocube	iPlay_70_Ultra	1840	2880	480
Alldocube	Kido	800	1280	240
Alldocube	KidzPad Pro	1200	1920	360
Alldocube	kPad	1200	2000	320
Alldocube	Smile_1	800	1280	213
Alldocube	Smile_X	1200	1920	320
Alldocube	T1021P	1200	1920	380
Alldocube	T1021T	1200	1920	320
Alldocube	T701	720	1280	240
Alldocube	T701_X	720	1280	300
Alldocube	T806	800	1280	160
Alldocube	U1005	1600	2560	240
Alldocube	U1005E	1600	2560	240
Alldocube	U1006	1200	1920	240
Alldocube	U1006E	1200	1920	240
Alldocube	U1006H	1200	1920	240
Alldocube	U63PLUS	800	1280	240
Alldocube	X game	1280	1920	320
Allducube	T1001	1200	1920	320
Allnet	PrimeOne	1080	1920	214
AllView	A10 Lite 2019	480	960	240
AllView	A10 Max	720	1440	320
AllView	A20 Lite	480	960	240
AllView	A20 Max	480	1014	213
AllView	A30 MAX	720	1600	320
AllView	A30_Plus	720	1440	320
AllView	A5 Ready	480	800	240
AllView	AX503	600	1024	240
AllView	P10 Max	480	960	240
AllView	P10 Pro	720	1440	320
AllView	P4 Pro	768	1280	360
AllView	P41 eMagic	480	800	240
AllView	P7 PRO	720	1280	320
AllView	P8 Energy	720	1280	320
AllView	P8 Pro	1080	1920	480
AllView	Prime_H201_LTE_EEA	1200	1920	320
AllView	V10 Viper	720	1600	320
AllView	V10 Viper Lite	720	1520	320
AllView	V2 Viper S	1080	1920	480
AllView	V3 Viper	720	1440	320
AllView	V4 Viper	720	1520	320
AllView	V4 Viper PRO	640	1352	240
AllView	V5 Viper	480	1014	213
AllView	Viva 1003G	800	1280	160
AllView	Viva 1003G Lite	800	1280	213
AllView	Viva 803G	800	1280	240
AllView	Viva C1004	800	1280	213
AllView	Viva H1001 LTE	800	1280	213
AllView	Viva H1002 LTE	800	1280	213
AllView	Viva H1003 LTE	800	1280	213
AllView	Viva H1003 LTE PRO/1	800	1280	213
AllView	Viva H1003 LTE PRO/1-64GB	800	1280	213
AllView	Viva H1003 LTE PRO/B6	800	1280	213
AllView	Viva H1003 LTE PRO3	800	1280	213
AllView	Viva H1004 LTE	800	1280	213
AllView	Viva H802 LTE	800	1280	213
AllView	Viva_Play_804_EEA	800	1280	160
AllView	X10_Soul_EEA	720	1600	320
AllView	X10_Soul_Lite	720	1612	280
AllView	X20_Soul_EEA	1080	2460	480
AllView	X3 Soul Lite	720	1280	320
AllView	X3 Soul Style	1080	1920	480
AllView	X4 Soul Infinity N	720	1440	320
AllView	X4 Soul Infinity Plus	1080	2160	480
AllView	X5 Soul Mini	720	1498	320
AllView	X5 Soul Pro	1080	2246	480
AllView	X5_Soul	720	1520	320
AllView	X5_Soul_Style	720	1500	320
AllView	X6 Soul mini	720	1520	320
AllView	X6 Soul Xtreme	1080	2340	480
AllView	X7 Soul Style	720	1520	320
AllView	X7_Soul_Pro_EEA	1080	2340	480
AllView	X8 PRO	1080	2400	480
AllView	X8 Soul Style	720	1640	320
Alpha	T1_Pro	600	1024	213
ALPHA_LING	A97GT	800	1280	160
ALPHA_LING	A97GT_Pro	800	1280	200
ALPHA_LING	P10SU_PLUS	800	1280	160
ALPHAWOLF	A1	1600	2560	320
ALPHAWOLF	A2	1600	2560	320
ALPHAWOLF	L2	1200	1920	280
ALPHAWOLF	L2S	800	1280	213
ALPHAWOLF	L3	1200	1920	280
ALPHAWOLF	L3A	1200	1920	213
ALPHAWOLF	P2	1200	1920	240
ALPINE	INE-AX809	720	1280	160
ALPINE	Intelligent vehicle network system	720	1280	160
ALT(IN)	L1	720	1640	320
ALT.mive	Kids Phone	720	1560	320
ALT.mive	Kids Phone 2	720	1560	320
ALT.mive	Style Folder	480	800	240
ALT.mive	Style Folder 2	480	800	220
Altice	AlTICE S11	480	800	240
Altice	AlTICE S12	480	800	240
Altice	Altice S21	480	854	240
Altice	ALTICE S43	720	1520	320
Altice	ALTICE S60	720	1280	320
Altice	ALTICE S70	1080	1920	480
Altice	E25	480	960	200
Altice	E54	480	960	240
Altice	S13	540	1200	240
Altice	S14	480	960	240
Altice	S23	480	854	240
Altice	S24	480	854	240
Altice	S25	480	854	240
Altice	S32	480	960	240
Altice	S32_NFC	480	960	240
Altice	S32_Plus	480	960	240
Altice	S33	480	960	240
Altice	S34	444	960	200
Altice	S42	540	1132	240
Altice	S51	720	1280	320
Altice	S61	720	1440	320
Altice	S64	720	1640	320
Altice	STARTRAIL 7	480	854	240
Altron	BE-730	600	1024	160
Altron	GI-530	576	1280	240
Altron	OB-1021	800	1280	210
Altron	OB-728	600	1024	160
Altron	OB_588	480	960	213
Altron	OB_628	480	960	204
AMG-Smartphone	AMG_WR24	720	1600	320
Amgoo	AM530	480	854	240
AMGx13e	ASPE2201	720	1600	320
AMobile	PD470	720	1280	320
AMobile	PD602	720	1440	280
amulet7	P10SU_Plus	800	1280	213
amulet7	P10SU_Pro	800	1280	200
Andersson	tablet	1200	2000	240
Andersson	TBX10	1200	1920	280
Andersson	TBX11	1200	1920	320
ANFU	AF930	720	1280	240
AngelTech	ATKSLIM	600	1024	160
AngelTech	E109GCM	800	1280	180
AngelTech	E80M	800	1280	213
AngelTech	P80	800	1280	220
AngelTech	PRO_II_16	800	1280	213
ANS	L50	480	854	240
ANS	L51	480	854	240
